id,name_ja,name_en,name_zh_hant,name_zh_hans,name_th,name_ko,name_vi
817,はままつフルーツパーク時之栖,,,,สวนผลไม้ฮามามัตสึโทคิโนะสุมิคะ,하마마츠 프루츠 파크 토키노스미카,
818,後藤純男美術館,,,,พิพิธภัณฑ์ศิลปะโกะโทสุมิโอะ,고토스미오 미술관,
819,天童市美術館,,,,พิพิธภัณฑ์ศิลปะเขตเทนโด,텐도시 미술관,
820,山種美術館,,,,พิพิธภัณฑ์ศิลปะยามะทาเนะ,야마타네 미술관,
821,郷さくら美術館,,,,พิพิธภัณฑ์ศิลปะซาโตะซากุระ,사토 사쿠라 미술관,
822,玉堂美術館,,,,พิพิธภัณฑ์ศิลปะเกียวคุโด,교쿠도 미술관,
823,鏑木清方記念美術館,,,,พิพิธภัณฑ์อนุสรณ์ศิลป์คาบุระคิคิโยะคาตะ,가부라키 기요카타 기념 미술관,
824,成川美術館,,,,พิพิธภัณฑ์ศิลปะนาริคาวะ,나루카와 미술관,
825,水野美術館,,,,พิพิธภัณฑ์ศิลปะมิซุโนะ,미즈노 미술관,
826,メナード美術館,,,,พิพิธภัณฑ์ศิลปะเมนาร์ด,메나드 미술관,
827,名都美術館,,,,พิพิธภัณฑ์ศิลปะเมโตะ,메이토 미술관,
828,新見美術館,,,,พิพิธภัณฑ์ศิลปะนีมิ,니이미 미술관,
829,足立美術館,,,,พิพิธภัณฑ์ศิลปะอาดาจิ,아다치 미술관,
830,平山郁夫美術館,,,,พิพิธภัณฑ์ศิลปะฮิรายามะอิคุโอะ,히라야마 이쿠오 미술관,
831,トヨタ産業技術記念館,toyota commemorative museum of industry and technology,,,พิพิธภัณฑ์อนุสรณ์อุตสาหกรรมและเทคโนโลยีโตโยต้า,토요타 산업기술 기념관,bảo tàng kỷ niệm Toyota của ngành công nghiệp và công nghệ
832,徳川美術館,tokugawa art museum,,,พิพิธภัณฑ์ศิลปะโทคุกาว่า,도쿠가와 미술관,bảo tàng nghệ thuật Tokugawa
833,リニア・鉄道館,scmaglev and railway park,,,พิพิธภัณฑ์รถไฟนาโกย่า,리니어 철도관,công viên bảo tàng SCMaglev và Railway
834,東山動植物園,higashiyama zoo and botanical gardens,,,สวนสัตว์และสวนพฤกษศาสตร์ฮิกาชิยามะ,히가시야마 동식물원,sở thú và vườn thực vật Higashiyama
835,JRセントラルタワーズ,jr central towers,,,JRเซ็นทรัลทาวเวอร์,JR 센트럴 타워스,tháp trung tâm JR
836,ミッドランドスクエア,,,,มิดแลนแสควร์,미들랜드 스퀘어,
837,オアシス21,oasis 21,,,โอเอซิส21,오아시스 21,ốc đảo 21
838,博物館明治村,meiji mura,,,พิพิธภัณฑ์หมู่บ้านเมจิ,박물관 메이지무라,làng Meiji
839,大谷石地下採掘場跡,,,,พิพิธภัณฑ์หินโอยะ,오야이시 지하 채굴장터,
840,中銀カプセルタワー,nakagin capsule tower,,,แคปซูลทาวเวอร์นาคากิน,나카긴 캡슐 타워,tháp viên nang (capsule) Nakagin
841,円山動物園,maruyama zoo,,,สวนสัตว์มารุยาม่า,마루야마 동물원,sở thú Maruyama
842,博物館網走監獄,,,,พิพิธภัณฑ์เรือนจำอะบาชิริ,박물관 아바시리 감옥,
843,養老天命反転地,,,,yoro site of reversible destiny,요로 텐메이한텐치,
844,札幌国際スキー場,sapporo kokusai ski resort,,,ลานสกีนานาชาติซัปโปโร,삿포로 고쿠사이 스키장,khu nghỉ dưỡng trượt tuyết quốc tế Sapporo
845,サッポロテイネスキー場,,,,ลานสกี sapporo teine,삿포로 테이네 스키장,
846,小樽天狗山スキー場,,,,ลานสกีโอตารุเทนกู,오타루 텐구산 스키장,
847,富良野スキー場,furano ski resort,,,ลานสกีฟุราโนะ,후라노 스키장,khu nghỉ dưỡng trượt tuyết Furano
848,伊賀流忍者博物館,ninja museum of igaryu,,,พิพิธภัณฑ์นินจาอิกะริว,이가류 닌자 박물관,bảo tàng Ninja phái Igaryu
849,斎宮歴史博物館,,,,พิพิธภัณฑ์ประวัติศาสตร์ไซกุ,사이쿠 역사 박물관,
850,明智平ロープウェイ,,,,โรปเวย์อะเคจิไดระ,아케치다이라 로프웨이,
851,日光自然博物館,,,,พิพิธภัณฑ์ธรรมชาตินิกโก้,닛코 자연 박물관,
852,大浦天主堂,,,,โบสถ์โออุระ,오우라 천주당,
853,江戸川区自然動物園,,,,สวนสัตว์เอโดะกาว่า,에도가와구 자연 동물원,
854,国立西洋美術館,national museum of western art,,,พิพิธภัณฑ์ศิลปะตะวันตกแห่งชาติ,국립 서양 미술관,bảo tàng quốc gia nghệ thuật phương Tây
855,bunkamura,bunkamura,,,บุนคะมุระ,bunkamura,làng văn hóa (Bunkamura)
856,東京都美術館,tokyo metropolitan art museum,,,พิพิธภัณฑ์ศิลปะมหานครโตเกียว,도쿄도 미술관,bảo tàng nghệ thuật đô thị Tokyo
857,東京都庭園美術館,tokyo metropolitan teien art museum,,,พิพิธภัณฑ์ศิลปะเทเอ็นมหานครโตเกียว,도쿄도 정원 미술관,bảo tàng nghệ thuật teien đô thị Tokyo
858,東京国立近代美術館,national museum of modern art tokyo,,,พิพิธภัณฑ์ศิลปะสมัยใหม่แห่งชาติโตเกียว,도쿄 국립 근대 미술관,bảo tàng quốc gia nghệ thuật hiện đại Tokyo
859,長崎原爆資料館,nagasaki atomic bomb museum,,,พิพิธภัณฑ์ระเบิดปรมาณูนางาซากิ,나가사키 원폭 자료관,bảo tàng bom nguyên tử Nagasaki
860,志賀高原スキー場,shigakogen ski park,,,ลานสกีชิกะโคเกง,시가 코겐 스키장,công viên trượt tuyết Shigakogen
861,京都御苑,kyoto gyoen national garden,,,สวนแห่งชาติเกียวโตเกียวเอ็น,교토 교엔,vườn quốc gia Kyoto Gyoen
862,仲見世,nakamise,,,นาคามิเสะ,나카미세,Nakamise
863,関門海峡,,,,ช่องแคบคันมง,칸몬 해협,
864,奥入瀬渓流,,,,หุบเขาโออิระเสะ,오이라세 계류,
865,奈良公園,nara park,奈良公園,奈良公园,สวนสาธารณะนารา,나라 공원,công viên Nara
866,長谷寺,hasedera,長谷寺,长谷寺,วัดฮาเสะ,하세데라 절,Hasedera
867,四万十川,,四萬十川,四万十川,แม่น้ำชิมันโต,시만토 강,
868,金毘羅温泉,,,,คงปิระออนเซ็น,콘피라 온천,
869,太宰府天満宮,dazaifu tenmangu shrine,太宰府天滿宮,太宰府天满宫,ดะไซฟุ เทนมังกุ,다자이후텐만구,điện thờ Dazaifu Tenmangu
870,門司港レトロ,,,,โมจิโค เรโทร,모지코 레트로,
871,城崎温泉,kinosaki onsen,城崎溫泉,城崎温泉,คิโนะซากิออนเซ็น,키노사키 온천,Kinosaki onsen
872,アメ横,ameyoko,阿美橫丁,阿美横丁,ตลาดอะเมโยโกะ,아메요코,Ameyoko
873,日光東照宮,nikko toshogu,東照宮,东照宫,นิกโก้โทโชกู,닛코 토쇼구,Nikko Toshogu
874,立山黒部アルペンルート,tateyama kurobe alpine route,立山黑部阿爾卑斯,立山黑部阿尔卑斯,kurobe alpine route,다테야마 구로베 알펜 루트,tuyến đường núi Tateyama Kurobe
875,金閣寺,kinkakuji,,,วัดคินคะคุจิ,금각사,Kinkakuji
876,清水寺,kiyomizu-dera temple,,,คิโยมิสึเดระ,키요미즈데라 절,đền Kiyomizu-dera
877,ひがし茶屋街,higashichaya district,東茶屋街,东茶屋街,ฮิกาชิชายะมาจิ,히가시 챠야가이,khu phố (quận) Higashichaya
878,中善寺,,,,ชูเซนจิ(中善寺),츄젠지 절,
879,雷門,kaminarimon,,,คามินาริมง,카미나리몬,Kaminarimon
880,雷電,,,,ไรเดน,라이덴,
881,三宅八幡神社,,,,ศาลเจ้ามิยาเกะ ฮาจิมังกู,미야케 하치만 신사,
882,東京大神宮,,,,โตเกียวไดจิงกู,도쿄 다이진구 신사,
883,フジテレビ,,,,fuji tv,후지 텔레비전,
884,高松城,,,,ปราสาททาคามัตสึ,타카마츠 성,
885,修善寺,,,,ชูเซนจิ(修善寺),슈젠지 절,
886,修善寺温泉,,,,ชูเซนจิออนเซ็น,슈젠지 온천,
887,高尾山,mt. takao,高尾山,高尾山,ภูเขาทาคาโอะ,타카오 산,Núi Takao
888,熊本城,kumamoto castle,熊本城,熊本城,ปราสาทคุมาโมโตะ,구마모토 성,lâu đài Kumamoto
889,銭洗弁財天,,,,ศาลเจ้าเซนอิอาราอิ,제니아라이 벤자이텐 신사,
890,旭山記念公園,,,,สวนอาซาฮิยามะ,아사히야마 기념 공원,
891,伊勢神宮,ise jingu,伊勢神宮,伊势神宫,ศาลเจ้าอิเสะ,이세진구 신사,Ise Jingu
892,不忍池,,,,บ่อน้ำชิโนบาสุ,시노바즈노이케 연못,
893,近江町市場,omicho market,,,ตลาดโอมิโช,오미쵸 시장,chợ Omicho
894,宝戒寺,,,,วัดโฮไคจิ,호카이지 절,
895,壽福寺,,,,วัดจูฟุคุ,쥬후쿠지 절,
896,英勝寺,,,,วัดเออิโช,에이쇼지 절,
897,霜降ノ滝,,,,นำ้ตกคิริฟูริ,키리후리노타키 폭포,
898,鶴岡八幡宮,tsurugaoka hachimangu,鶴岡八幡宮,鹤冈八幡宫,ศาลเจ้าทสึรุงะโอกะฮะจิมังงู,츠루오카하치만구 신사,Tsurugaoka Hachimangu
899,奥の細道,,,,โอะกุโนะโฮโซะมิชิ,오쿠노 호소미치,
900,川越氷川神社,,,,ศาลเจ้าคาวาโกเอะฮิคาวะ,카와고에 히카와 신사,
901,白川郷,shirakawago,白川鄉,白川乡,ชิราคาวาโกะ,시라카와고,Shirakawago
902,旭川ラーメン村,,,,หมู่บ้านราเมงอาซาฮิกาวะ,아사히카와 라멘무라,
903,川越八幡宮,,,,ศาลเจ้าคาวาโกเอะฮะจิมังงู,카와고에 하치만구 신사,
904,法善寺,,,,วัดโฮเซนจิ,호젠지 절,
905,羊山公園,,,,สวนฮิซึจิยามะ,히츠지야마 공원,
906,成就院,,,,วัดโจจูอิน,죠쥬인 절,
907,安養院,,,,วัดอันโยอิน,안요인 절,
908,横浜みなとみらい21,minato mirai 21,,,โยโกฮาม่ามินาโตะมิไร 21,요코하마 미나토미라이 21,Minato Mirai 21
909,築地市場,tsukiji market,,,ตลาดปลาสึคิจิ,츠키지 시장,chợ Tsukiji
910,秩父神社,chichibu shrine,,,ศาลเจ้าชิชิบุ,치치부 신사,điện thờ Chichibu
911,秩父華厳の滝,,,,น้ำตกตกชิชิบุเคง่อน,치치부 케곤노타키 폭포,
912,ジャンジャン横丁,jan jan yokocho,,,จังจังโยโกะโช,쟌쟌 요코쵸,Jan jan Yokocho
913,華厳の滝,,,,น้ำตกเคง่อน,케곤노타키 폭포,
914,備中松山城,bitchu matsuyama castle,,,ปราสาทบิชูมัตสึยาม่า,빗츄 마츠야마 성,lâu đài Bitchu Matsuyama
915,倉敷美観地区,kurashiki bikan historical quarter,倉敷美觀,仓敷美观,เขตเมืองเก่าคุราชิกิบิคัง,쿠라시키 미관 지구,khu phố lịch sử Kurashiki
916,松山城,matsuyama castle,,,ปราสาทมัตสึยาม่า,마츠야마 성,lâu đài Matsuyama
917,上野大仏,,,,อุเอโนะไดบุตสึ,우에노 다이부츠,
918,宍道湖,,,,ทะเลสาบชินจิ,신지코 호수,
919,鳴門海峽,naruto strait,鳴門海峽,鸣门海峡,ช่องแคบนารูโตะ,나루토 해협,eo biển Naruto
920,花園神社,,,,ศาลเจ้าฮานะโซโนะ,하나조노 신사,
921,白兔神社,,,,ศาลเจ้าฮาคุโตะ,하쿠토 신사,
922,妖怪神社,,,,ศาลเจ้าโยไค,요카이 신사,
923,大山,,,,ภูเขาไดเซน,다이센 산,
